SequenceID	Realm (-viria)	Realm_score	Subrealm (-vira)	Subrealm_score	Kingdom (-virae)	Kingdom_score	Subkingdom (-virites)	Subkingdom_score	Phylum (-viricota)	Phylum_score	Subphylum (-viricotina)	Subphylum_score	Class (-viricetes)	Class_score	Subclass (-viricetidae)	Subclass_score	Order (-virales)	Order_score	Suborder (-virineae)	Suborder_score	Family (-viridae)	Family_score	Subfamily (-virinae)	Subfamily_score	Genus (-virus)	Genus_score	Subgenus (-virus)	Subgenus_score	Species (binomial)	Species_score
ICTVTaxoChallenge_101123	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Fimoviridae	0.999999	N/A	N/A	Emaravirus	0.999999	N/A	N/A	Emaravirus actinidiae	0.999999
ICTVTaxoChallenge_101147	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Mastrevirus	0.999999	N/A	N/A	Mastrevirus storeyi	0.999999
ICTVTaxoChallenge_101183	Duplodnaviria	0.574	N/A	N/A	Heunggongvirae	0.574	N/A	N/A	Uroviricota	0.574	N/A	N/A	Caudoviricetes	0.574	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Skunavirus	0.574	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101185	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus chillicapsici	0.999999
ICTVTaxoChallenge_10119	Varidnaviria	1.0	N/A	N/A	Bamfordvirae	1.0	N/A	N/A	Nucleocytoviricota	1.0	N/A	N/A	Megaviricetes	1.0	N/A	N/A	Imitervirales	1.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_10120	Riboviria	0.5312	N/A	N/A	Orthornavirae	0.5312	N/A	N/A	Negarnaviricota	0.5312	Haploviricotina	0.5312	Monjiviricetes	0.5312	N/A	N/A	Mononegavirales	0.5312	N/A	N/A	Rhabdoviridae	0.5312	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101213	Riboviria	0.999999	N/A	N/A	Pararnavirae	0.999999	N/A	N/A	Artverviricota	0.999999	N/A	N/A	Revtraviricetes	0.999999	N/A	N/A	Ortervirales	0.999999	N/A	N/A	Retroviridae	0.999999	Orthoretrovirinae	0.999999	Gammaretrovirus	0.999999	N/A	N/A	Gammaretrovirus momursar	0.999999
ICTVTaxoChallenge_101221	Riboviria	0.5	N/A	N/A	Orthornavirae	0.5	N/A	N/A	Kitrinoviricota	0.5	N/A	N/A	Alsuviricetes	0.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101228	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.999999	Studiervirinae	0.999999	Ghunavirus	0.999999	N/A	N/A	Ghunavirus KNP	0.999999
ICTVTaxoChallenge_101230	Monodnaviria	0.623	N/A	N/A	Shotokuvirae	0.623	N/A	N/A	Cossaviricota	0.623	N/A	N/A	Papovaviricetes	0.623	N/A	N/A	Zurhausenvirales	0.623	N/A	N/A	Papillomaviridae	0.623	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101231	Monodnaviria	0.4646	N/A	N/A	Sangervirae	0.4646	N/A	N/A	Phixviricota	0.4646	N/A	N/A	Malgrandaviricetes	0.4646	N/A	N/A	Petitvirales	0.4646	N/A	N/A	Microviridae	0.4646	Bullavirinae	0.4646	Sinsheimervirus	0.4646	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101245	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Timlovirales	0.999999	N/A	N/A	Steitzviridae	0.999999	N/A	N/A	Lihvevirus	0.999999	N/A	N/A	Lihvevirus borborenecus	0.999999
ICTVTaxoChallenge_101270	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	Kirjokansivirales	0.999999	N/A	N/A	Graaviviridae	0.999999	N/A	N/A	Beejeyvirus	0.999999	N/A	N/A	Beejeyvirus bagaejinnorense	0.999999
ICTVTaxoChallenge_101313	Duplodnaviria	1.0	N/A	N/A	Heunggongvirae	1.0	N/A	N/A	Uroviricota	1.0	N/A	N/A	Caudoviricetes	1.0	N/A	N/A	N/A	N/A	N/A	N/A	Zobellviridae	1.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101325	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus buttonwillowense	0.999999
ICTVTaxoChallenge_101326	Varidnaviria	0.4673	N/A	N/A	Bamfordvirae	0.4673	N/A	N/A	Nucleocytoviricota	0.4673	N/A	N/A	Megaviricetes	0.4673	N/A	N/A	Imitervirales	0.4673	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101327	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Tymovirales	0.999999	N/A	N/A	Betaflexiviridae	0.999999	Quinvirinae	0.999999	Carlavirus	0.999999	N/A	N/A	Carlavirus uniglycinis	0.999999
ICTVTaxoChallenge_101340	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Stelpaviricetes	0.999999	N/A	N/A	Stellavirales	0.999999	N/A	N/A	Astroviridae	0.999999	N/A	N/A	Mamastrovirus	0.999999	N/A	N/A	Mamastrovirus tursiopis	0.999999
ICTVTaxoChallenge_101365	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Chrymotiviricetes	0.999999	N/A	N/A	Ghabrivirales	0.999999	Alphatotivirineae	0.999999	Chrysoviridae	0.999999	N/A	N/A	Alphachrysovirus	0.999999	N/A	N/A	Alphachrysovirus verticillii	0.999999
ICTVTaxoChallenge_101369	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Stelpaviricetes	0.999999	N/A	N/A	Stellavirales	0.999999	N/A	N/A	Astroviridae	0.999999	N/A	N/A	Mamastrovirus	0.999999	N/A	N/A	Mamastrovirus vespertilionis	0.999999
ICTVTaxoChallenge_101381	Duplodnaviria	0.6084	N/A	N/A	Heunggongvirae	0.6084	N/A	N/A	Uroviricota	0.6084	N/A	N/A	Caudoviricetes	0.6084	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Skunavirus	0.6084	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101397	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Fiersviridae	0.999999	N/A	N/A	Emesvirus	0.999999	N/A	N/A	Emesvirus japonicum	0.999999
ICTVTaxoChallenge_101434	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus alpharhino	0.999999
ICTVTaxoChallenge_101459	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Arfiviricetes	0.999999	N/A	N/A	Cirlivirales	0.999999	N/A	N/A	Circoviridae	0.999999	N/A	N/A	Circovirus	0.999999	N/A	N/A	Circovirus kiore	0.999999
ICTVTaxoChallenge_101485	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_10150	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101505	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Rountreeviridae	0.999999	Sarlesvirinae	0.999999	Minhovirus	0.999999	N/A	N/A	Minhovirus zip	0.999999
ICTVTaxoChallenge_101507	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.999999	Studiervirinae	0.999999	Przondovirus	0.999999	N/A	N/A	Przondovirus K30	0.999999
ICTVTaxoChallenge_101534	Duplodnaviria	0.5	N/A	N/A	Heunggongvirae	0.5	N/A	N/A	Uroviricota	0.5	N/A	N/A	Caudoviricetes	0.5	N/A	N/A	N/A	N/A	N/A	N/A	Zobellviridae	0.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101544	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Marnaviridae	0.999999	N/A	N/A	Bacillarnavirus	0.999999	N/A	N/A	Chaetoceros tenuissimus RNA virus 01	0.999999
ICTVTaxoChallenge_101584	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Cequinquevirus	0.999999	N/A	N/A	Cequinquevirus Ld3	0.999999
ICTVTaxoChallenge_101607	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Fiersviridae	0.999999	N/A	N/A	Rehudzovirus	0.999999	N/A	N/A	Rehudzovirus terrihabitans	0.999999
ICTVTaxoChallenge_101614	Riboviria	0.5	N/A	N/A	Orthornavirae	0.5	N/A	N/A	Duplornaviricota	0.5	N/A	N/A	Chrymotiviricetes	0.5	N/A	N/A	Ghabrivirales	0.5	Alphatotivirineae	0.5	Chrysoviridae	0.5	N/A	N/A	Betachrysovirus	0.5	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101622	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Marthavirus	0.999999	N/A	N/A	Marthavirus barretlemon	0.999999
ICTVTaxoChallenge_10163	Duplodnaviria	0.5796	N/A	N/A	Heunggongvirae	0.5796	N/A	N/A	Uroviricota	0.5796	N/A	N/A	Caudoviricetes	0.5796	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pahexavirus	0.5796	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101671	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Mononegavirales	0.999999	N/A	N/A	Rhabdoviridae	0.999999	Alpharhabdovirinae	0.999999	Sripuvirus	0.999999	N/A	N/A	Sripuvirus hainan	0.999999
ICTVTaxoChallenge_101675	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101684	Duplodnaviria	0.9785	N/A	N/A	Heunggongvirae	0.9785	N/A	N/A	Uroviricota	0.9785	N/A	N/A	Caudoviricetes	0.9785	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101686	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Miaviricetes	0.999999	N/A	N/A	Ourlivirales	0.999999	N/A	N/A	Botourmiaviridae	0.999999	N/A	N/A	Magoulivirus	0.999999	N/A	N/A	Magoulivirus alphabotrytidis	0.999999
ICTVTaxoChallenge_101699	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Peploviricota	0.999999	N/A	N/A	Herviviricetes	0.999999	N/A	N/A	Herpesvirales	0.999999	N/A	N/A	Orthoherpesviridae	0.999999	Gammaherpesvirinae	0.999999	Macavirus	0.999999	N/A	N/A	Macavirus bovinegamma6	0.999999
ICTVTaxoChallenge_101701	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Andromedavirus	0.999999	N/A	N/A	Andromedavirus blastoid	0.999999
ICTVTaxoChallenge_101712	Riboviria	0.4998	N/A	N/A	Orthornavirae	0.4998	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101715	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus enseadaense	0.999999
ICTVTaxoChallenge_101768	Adnaviria	0.5366	N/A	N/A	Zilligvirae	0.5366	N/A	N/A	Taleaviricota	0.5366	N/A	N/A	Tokiviricetes	0.5366	N/A	N/A	Ligamenvirales	0.5366	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_10180	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Chrymotiviricetes	0.999999	N/A	N/A	Ghabrivirales	0.999999	Alphatotivirineae	0.999999	Chrysoviridae	0.999999	N/A	N/A	Alphachrysovirus	0.999999	N/A	N/A	Alphachrysovirus aspergilli	0.999999
ICTVTaxoChallenge_101808	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Rosariovirus	0.999999	N/A	N/A	Rosariovirus Weirdo19ES	0.999999
ICTVTaxoChallenge_101846	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Secoviridae	0.999999	Comovirinae	0.999999	Nepovirus	0.999999	N/A	N/A	Nepovirus cari	0.999999
ICTVTaxoChallenge_101852	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Peribunyaviridae	0.999999	N/A	N/A	Orthobunyavirus	0.999999	N/A	N/A	Orthobunyavirus utingaense	0.999999
ICTVTaxoChallenge_101854	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Secoviridae	0.999999	Comovirinae	0.999999	Nepovirus	0.999999	N/A	N/A	Nepovirus arabis	0.999999
ICTVTaxoChallenge_101878	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Mononegavirales	0.999999	N/A	N/A	Rhabdoviridae	0.999999	Alpharhabdovirinae	0.999999	Tibrovirus	0.999999	N/A	N/A	Tibrovirus coastal	0.999999
ICTVTaxoChallenge_101886	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Cypovirus	0.999999	N/A	N/A	Cypovirus betineae	0.999999
ICTVTaxoChallenge_101906	Varidnaviria	0.5005	N/A	N/A	Helvetiavirae	0.5005	N/A	N/A	Dividoviricota	0.5005	N/A	N/A	Laserviricetes	0.5005	N/A	N/A	Halopanivirales	0.5005	N/A	N/A	Matsushitaviridae	0.5005	N/A	N/A	Hukuchivirus	0.5005	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_101945	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Iaduovirus	0.999999	N/A	N/A	Iaduovirus iA2	0.999999
ICTVTaxoChallenge_101958	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Straboviridae	0.999999	Emmerichvirinae	0.999999	Ishigurovirus	0.999999	N/A	N/A	Ishigurovirus osborne	0.999999
ICTVTaxoChallenge_101959	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Mononegavirales	0.999999	N/A	N/A	Rhabdoviridae	0.999999	Alpharhabdovirinae	0.999999	Tibrovirus	0.999999	N/A	N/A	Tibrovirus alphaekpoma	0.999999
ICTVTaxoChallenge_101962	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Arfiviricetes	0.999999	N/A	N/A	Cirlivirales	0.999999	N/A	N/A	Circoviridae	0.999999	N/A	N/A	Circovirus	0.999999	N/A	N/A	Circovirus gloton	0.999999
ICTVTaxoChallenge_101964	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Birnaviridae	0.999999	N/A	N/A	Entomobirnavirus	0.999999	N/A	N/A	Entomobirnavirus drosophilae	0.999999
ICTVTaxoChallenge_101972	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Rosemountvirus	0.999999	N/A	N/A	Rosemountvirus yarpen	0.999999
ICTVTaxoChallenge_101974	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Paavivirinae	0.999999	Parechovirus	0.999999	N/A	N/A	Parechovirus deferreti	0.999999
ICTVTaxoChallenge_101988	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Duplopiviricetes	0.999999	N/A	N/A	Durnavirales	0.999999	N/A	N/A	Fusariviridae	0.999999	N/A	N/A	Alphafusarivirus	0.999999	N/A	N/A	Alphafusarivirus rhizoctoniae	0.999999
ICTVTaxoChallenge_10200	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Bcepmuvirus	0.999999	N/A	N/A	Bcepmuvirus bcepMu	0.999999
ICTVTaxoChallenge_102011	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_102016	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus gossypibangalorense	0.999999
ICTVTaxoChallenge_102022	Varidnaviria	0.627	N/A	N/A	Bamfordvirae	0.627	N/A	N/A	Nucleocytoviricota	0.627	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_102028	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_102029	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Martellivirales	0.999999	N/A	N/A	Bromoviridae	0.999999	N/A	N/A	Bromovirus	0.999999	N/A	N/A	Bromovirus CCMV	0.999999
ICTVTaxoChallenge_102042	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Fiersviridae	0.999999	N/A	N/A	Methovirus	0.999999	N/A	N/A	Methovirus lutivicinum	0.999999
ICTVTaxoChallenge_102044	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Peploviricota	0.999999	N/A	N/A	Herviviricetes	0.999999	N/A	N/A	Herpesvirales	0.999999	N/A	N/A	Orthoherpesviridae	0.999999	Alphaherpesvirinae	0.999999	Iltovirus	0.999999	N/A	N/A	Iltovirus cacatuidalpha2	0.999999
ICTVTaxoChallenge_102056	Duplodnaviria	0.5	N/A	N/A	Heunggongvirae	0.5	N/A	N/A	Uroviricota	0.5	N/A	N/A	Caudoviricetes	0.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_102093	Duplodnaviria	0.5176	N/A	N/A	Heunggongvirae	0.5176	N/A	N/A	Uroviricota	0.5176	N/A	N/A	Caudoviricetes	0.5176	N/A	N/A	Kirjokansivirales	0.5176	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_102115	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Mononegavirales	0.999999	N/A	N/A	Rhabdoviridae	0.999999	Alpharhabdovirinae	0.999999	Sigmavirus	0.999999	N/A	N/A	Sigmavirus myga	0.999999
ICTVTaxoChallenge_102194	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_102196	Riboviria	0.5	N/A	N/A	Orthornavirae	0.5	N/A	N/A	Lenarviricota	0.5	N/A	N/A	Howeltoviricetes	0.5	N/A	N/A	Cryppavirales	0.5	N/A	N/A	Mitoviridae	0.5	N/A	N/A	Unuamitovirus	0.5	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_102197	Adnaviria	0.6104	N/A	N/A	Zilligvirae	0.6104	N/A	N/A	Taleaviricota	0.6104	N/A	N/A	Tokiviricetes	0.6104	N/A	N/A	Ligamenvirales	0.6104	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_102206	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Bunyaviricetes	0.999999	N/A	N/A	Elliovirales	0.999999	N/A	N/A	Hantaviridae	0.999999	Mammantavirinae	0.999999	Orthohantavirus	0.999999	N/A	N/A	Orthohantavirus mamorense	0.999999
ICTVTaxoChallenge_102211	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Timlovirales	0.999999	N/A	N/A	Steitzviridae	0.999999	N/A	N/A	Hodnevirus	0.999999	N/A	N/A	Hodnevirus pedenecus	0.999999
ICTVTaxoChallenge_102230	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_102243	Duplodnaviria	0.707	N/A	N/A	Heunggongvirae	0.707	N/A	N/A	Uroviricota	0.707	N/A	N/A	Caudoviricetes	0.707	N/A	N/A	N/A	N/A	N/A	N/A	Straboviridae	0.707	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_102246	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Polyploviricotina	0.999999	Insthoviricetes	0.999999	N/A	N/A	Articulavirales	0.999999	N/A	N/A	Orthomyxoviridae	0.999999	N/A	N/A	Mykissvirus	0.999999	N/A	N/A	Mykissvirus tructae	0.999999
